Address,City,original_price,lot_size_m2,living_space_m2,build_year,build_type,house_type,roof_type,rooms,toilet,floors,energy_label,position,garden,neighborhood_price_per_m2,price_cleaned,living_space_cleaned,lot_size_cleaned,bedrooms,total_rooms,house_type_cleaned,garden_type,price_per_sqm
Oostertuinen 56,Beverwijk,€ 450.000,127 m²,125 m²,2016.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.945,450000.0,125.0,127.0,4.0,5,Eengezinswoning,Back Garden,3600.0
de Gildekamp 2361,Nijmegen,€ 285.000,178 m²,106 m²,1980.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,5.335,285000.0,106.0,178.0,4.0,5,Eengezinswoning,Back Garden,2688.6792452830186
Steenakker 20,Nuenen,€ 589.000,212 m²,154 m²,2016.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,5.500,589000.0,154.0,212.0,4.0,5,Eengezinswoning,Back Garden,3824.6753246753246
Ommerweg 18,Zuidwolde (DR),€ 550.000,1.770 m²,503 m²,1980.0,Bestaande bouw,"Woonboerderij, vrijstaande woning (bedrijfs- of dienstwoning)",Schilddak bedekt met riet,12 kamers (9 slaapkamers),4 badkamers en 3 aparte toiletten,"2 woonlagen, een zolder en een kelder",C,"Aan bosrand, in bosrijke omgeving en in woonwijk","Achtertuin, tuin rondom, voortuin en zijtuin",5.430,550000.0,503.0,1.77,9.0,12,Woonboerderij,Back Garden,1093.4393638170975
Prins Hendrikkade 69,Zaandam,€ 425.000,90 m²,105 m²,1908.0,Bestaande bouw,"Eengezinswoning, eindwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (3 slaapkamers),2 badkamers,2 woonlagen en een vliering,E,"Aan water, in woonwijk en vrij uitzicht",Patio/atrium en voortuin,6.790,425000.0,105.0,90.0,3.0,5,Eengezinswoning,Other Garden,4047.6190476190477
Barbara van Meertenstraat 7,Zaandam,€ 425.000,121 m²,106 m²,1991.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,3 woonlagen,C,Beschutte ligging en in woonwijk,,8.965,425000.0,106.0,121.0,4.0,5,Eengezinswoning,No Garden,4009.433962264151
Acacialaan 6 A,Doetinchem,€ 650.000,618 m²,170 m²,1974.0,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,C,Aan rustige weg,Tuin rondom,2.780,650000.0,170.0,618.0,5.0,7,Villa,Other Garden,3823.529411764706
Samuelstraat 4,Nijverdal,€ 325.000,250 m²,125 m²,1976.0,Bestaande bouw,"Eengezinswoning, geschakelde woning",Plat dak,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.175,325000.0,125.0,250.0,4.0,5,Eengezinswoning,Back Garden,2600.0
de Schop 41,Lieshout,€ 462.500,248 m²,157 m²,1997.0,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.555,462500.0,157.0,248.0,4.0,5,Eengezinswoning,Back Garden,2945.859872611465
Sientje Mesdag-van Houtenstraat 133,Spijkenisse,€ 350.000,157 m²,115 m²,1996.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een kelder,A+,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.190,350000.0,115.0,157.0,2.0,3,Eengezinswoning,Back Garden,3043.478260869565
Moensplein 16,Beverwijk,€ 375.000,128 m²,140 m²,1933.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,G,"In centrum, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.665,375000.0,140.0,128.0,5.0,6,Eengezinswoning,Back Garden,2678.5714285714284
IJssellaan 72,Gouda,€ 397.500,146 m²,106 m²,1911.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin,4.075,397500.0,106.0,146.0,5.0,5,Eengezinswoning,Back Garden,3750.0
Paddevenweg 2,Veldhoven,€ 1.150.000,1.025 m²,319 m²,1961.0,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak,8 kamers (5 slaapkamers),2 badkamers,2 woonlagen en een vliering,C,,Tuin rondom,115,1150000.0,319.0,1.025,5.0,8,Woonboerderij,Other Garden,3605.0156739811914
Frans Hanegraafstraat 20,Hank,€ 498.000,518 m²,161 m²,1979.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak,5 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen,C,"Aan rustige weg, in centrum en in woonwijk","Achtertuin, tuin rondom, voortuin en zijtuin",3.620,498000.0,161.0,518.0,4.0,5,Eengezinswoning,Back Garden,3093.167701863354
Haven 38,Maassluis,€ 489.000,64 m²,100 m²,1895.0,Bestaande bouw,"Herenhuis, halfvrijstaande woning",Dwarskap bedekt met pannen,2 kamers (1 slaapkamer),1 badkamer,2 woonlagen,E,"Aan vaarwater, aan water en in centrum",Zonneterras,2.380,489000.0,100.0,64.0,1.0,2,Herenhuis,Other Garden,4890.0
D.J. van Wijkstraat 14,Geldermalsen,€ 415.000,357 m²,136 m²,1885.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,D,In woonwijk,Achtertuin en voortuin,1.635,415000.0,136.0,357.0,4.0,5,Eengezinswoning,Back Garden,3051.470588235294
Hemelboog Binnen 8,Heerhugowaard,€ 639.000,355 m²,135 m²,2007.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,A,"Aan park, aan rustige weg, beschutte ligging en in woonwijk",Tuin rondom,4.390,639000.0,135.0,355.0,5.0,6,Eengezinswoning,Other Garden,4733.333333333333
Bovenbrugstraat 13,Arnhem,€ 795.000,181 m²,177 m²,1934.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,11 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een zolder,C,"Aan rustige weg, beschutte ligging, in bosrijke omgeving, in centrum en in woonwijk","Achtertuin, voortuin en zijtuin",2.810,795000.0,177.0,181.0,6.0,11,Eengezinswoning,Back Garden,4491.525423728814
Kastanjelaan 4,Stadskanaal,€ 375.000,676 m²,199 m²,1938.0,Bestaande bouw,"Herenhuis, vrijstaande woning",Samengesteld dak bedekt met pannen,9 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,G,Aan rustige weg en in woonwijk,Tuin rondom,2.620,375000.0,199.0,676.0,5.0,9,Herenhuis,Other Garden,1884.4221105527638
Seringweg 25,Nunspeet,€ 309.000,160 m²,106 m²,1965.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,,309000.0,106.0,160.0,4.0,5,Eengezinswoning,Back Garden,2915.0943396226417
Marialaan 15,Milheeze,€ 525.000,629 m²,123 m²,1996.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Lessenaardak bedekt met bitumineuze dakbedekking,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,"Aan rustige weg, in bosrijke omgeving, in woonwijk, landelijk gelegen, open ligging en vrij uitzicht","Achtertuin, voortuin en zijtuin",1.390,525000.0,123.0,629.0,4.0,7,Eengezinswoning,Back Garden,4268.292682926829
Vlielanderstraat 30,Pernis Rotterdam,€ 265.000,115 m²,85 m²,1924.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Mansarde dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,G,Aan rustige weg en in woonwijk,Achtertuin,4.880,265000.0,85.0,115.0,3.0,4,Eengezinswoning,Back Garden,3117.6470588235293
Zuidstraat 11,Westkapelle,€ 275.000,154 m²,80 m²,1929.0,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,D,In centrum,Achtertuin en voortuin,2.500,275000.0,80.0,154.0,3.0,4,Eengezinswoning,Back Garden,3437.5
Schoolstraat 32,Apeldoorn,€ 549.500,57 m²,157 m²,2004.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,5 kamers (4 slaapkamers),2 badkamers en 3 aparte toiletten,4 woonlagen,A,"Aan rustige weg, in centrum en in woonwijk",Achtertuin,5.485,549500.0,157.0,57.0,4.0,5,Eengezinswoning,Back Garden,3500.0
Hopveld 15,Beneden-Leeuwen,€ 350.000,152 m²,117 m²,2019.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin,740,350000.0,117.0,152.0,3.0,4,Eengezinswoning,Back Garden,2991.4529914529912
Noachstraat 33,Leiden,€ 550.000,192 m²,125 m²,1992.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",4.185,550000.0,125.0,192.0,4.0,5,Eengezinswoning,Back Garden,4400.0
Valkenkamp 34,Driebergen-Rijsenburg,€ 475.000,159 m²,131 m²,1970.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,€ 3.825,475000.0,131.0,159.0,5.0,6,Eengezinswoning,Back Garden,3625.9541984732823
Wilgenlaan 44,Renswoude,€ 375.000,131 m²,116 m²,1980.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,3.445,375000.0,116.0,131.0,3.0,4,Eengezinswoning,Back Garden,3232.7586206896553
Onze Lieve Vrouwestraat 10,Heteren,€ 495.000,678 m²,109 m²,1934.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",625,495000.0,109.0,678.0,4.0,6,Eengezinswoning,Back Garden,4541.284403669725
Anton Mauvelaan 27,Vlissingen,€ 319.000,130 m²,108 m²,2008.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,In woonwijk,Achtertuin,2.085,319000.0,108.0,130.0,3.0,4,Eengezinswoning,Back Garden,2953.703703703704
Catshoek 13,Alkmaar,€ 540.000,131 m²,125 m²,2018.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,1.000,540000.0,125.0,131.0,5.0,6,Eengezinswoning,Back Garden,4320.0
Boorsmastraat 14,Katwijk (ZH),€ 469.000,124 m²,110 m²,1935.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin,3.490,469000.0,110.0,124.0,4.0,5,Eengezinswoning,Back Garden,4263.636363636364
Lange Heul 203,Bussum,€ 395.000,140 m²,110 m²,1962.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,In woonwijk,Achtertuin en voortuin,2.050,395000.0,110.0,140.0,4.0,5,Eengezinswoning,Back Garden,3590.909090909091
Boschovenseweg 2,Baarle-Nassau,€ 550.000,969 m²,131 m²,1967.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,,Tuin rondom,€ 2.354,550000.0,131.0,969.0,3.0,5,Eengezinswoning,Other Garden,4198.473282442748
Gerbrandystraat 24,Vlissingen,€ 449.000,620 m²,124 m²,1930.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,G,,Achtertuin en tuin rondom,1.715,449000.0,124.0,620.0,2.0,3,Eengezinswoning,Back Garden,3620.967741935484
Korenbloemstraat 32,Scharendijke,€ 529.000,498 m²,134 m²,1990.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Tuin rondom,1.060,529000.0,134.0,498.0,3.0,4,Eengezinswoning,Other Garden,3947.7611940298507
Padangstraat 38,Haarlem,€ 375.000,102 m²,76 m²,1920.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,G,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin,2.020,375000.0,76.0,102.0,3.0,4,Eengezinswoning,Back Garden,4934.210526315789
Jan Luykenstraat 20,Utrecht,€ 525.000,63 m²,94 m²,1933.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,"Aan park, aan rustige weg, aan water, in woonwijk en vrij uitzicht",Achtertuin,5.345,525000.0,94.0,63.0,3.0,4,Eengezinswoning,Back Garden,5585.106382978724
Kuilenven 10,Goirle,€ 900.000,815 m²,228 m²,1979.0,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,8 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een vliering,C,"Aan rustige weg, beschutte ligging en in woonwijk",Tuin rondom,165,900000.0,228.0,815.0,6.0,8,Villa,Other Garden,3947.3684210526317
Engewormer 8,Wormer,€ 595.000,240 m²,93 m²,1934.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,F,"Aan rustige weg, aan vaarwater, aan water, beschutte ligging, buiten bebouwde kom, landelijk gelegen en vrij uitzicht",Achtertuin en voortuin,3.705,595000.0,93.0,240.0,3.0,4,Eengezinswoning,Back Garden,6397.8494623655915
Hoefblad 121,Best,€ 340.000,133 m²,119 m²,1986.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder met vliering,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.410,340000.0,119.0,133.0,4.0,5,Eengezinswoning,Back Garden,2857.1428571428573
Lindestraat 17,Hendrik-Ido-Ambacht,€ 725.000,310 m²,198 m²,2009.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,8 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in centrum en in woonwijk",Achtertuin en voortuin,3.330,725000.0,198.0,310.0,5.0,8,Eengezinswoning,Back Garden,3661.6161616161617
Dr Zamenhofpad 4,Schiedam,€ 475.000,99 m²,119 m²,2019.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan drukke weg en in woonwijk,Achtertuin,770,475000.0,119.0,99.0,4.0,5,Eengezinswoning,Back Garden,3991.5966386554624
Acacialaan 28,Diessen,€ 600.000,459 m²,125 m²,,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,"Aan rustige weg, in centrum en in woonwijk",Tuin rondom,2.900,600000.0,125.0,459.0,4.0,6,Eengezinswoning,Other Garden,4800.0
Oude Bredasepostbaan 2 a,Hoeven,€ 1.200.000,12.940 m²,265 m²,1972.0,Bestaande bouw,"Landhuis, vrijstaande woning",Samengesteld dak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,B,,Tuin rondom,950,1200000.0,265.0,12.94,5.0,6,Landhuis,Other Garden,4528.301886792453
Sint Janstraat 29,Nuland,€ 525.000,370 m²,140 m²,1964.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.495,525000.0,140.0,370.0,3.0,4,Eengezinswoning,Back Garden,3750.0
Brandnetel 31,Zwaag,€ 289.000,124 m²,114 m²,1980.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,2.120,289000.0,114.0,124.0,3.0,4,Eengezinswoning,Back Garden,2535.0877192982457
Zilvermeeuwstraat 19,Maassluis,€ 425.000,199 m²,148 m²,1970.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,Beschutte ligging en in woonwijk,Achtertuin en voortuin,3.705,425000.0,148.0,199.0,4.0,5,Eengezinswoning,Back Garden,2871.6216216216217
Zouavenstraat 6,Den Bosch,€ 609.000,420 m²,159 m²,1965.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk en vrij uitzicht,"Achtertuin, voortuin en zijtuin",1.220,609000.0,159.0,420.0,3.0,4,Eengezinswoning,Back Garden,3830.188679245283
Beatrixlaan 49,Vlissingen,€ 269.000,130 m²,104 m²,1993.0,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,In woonwijk,Achtertuin en voortuin,2.085,269000.0,104.0,130.0,3.0,4,Eengezinswoning,Back Garden,2586.5384615384614
Abeelenlaan 1,Bennebroek,€ 1.250.000,475 m²,217 m²,1933.0,Bestaande bouw,"Villa, vrijstaande woning",Schilddak bedekt met pannen,9 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een vliering,C,Beschutte ligging en in woonwijk,Tuin rondom,865,1250000.0,217.0,475.0,5.0,9,Villa,Other Garden,5760.3686635944705
Bennekomseweg 75,Wageningen,€ 775.000,1.453 m²,194 m²,1958.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een kelder,C,"Aan rustige weg, beschutte ligging en in bosrijke omgeving",Tuin rondom,520,775000.0,194.0,1.453,4.0,5,Eengezinswoning,Other Garden,3994.8453608247423
Albert Schweitzerstraat 2,Groesbeek,€ 795.000,782 m²,220 m²,1977.0,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,4 woonlagen en een kelder,B,"Aan bosrand, aan rustige weg en in woonwijk",Tuin rondom,1.085,795000.0,220.0,782.0,4.0,7,Villa,Other Garden,3613.6363636363635
Atalanta 30,Krommenie,€ 425.000,132 m²,123 m²,2000.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Lessenaardak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,"Aan rustige weg, aan vaarwater, aan water en in woonwijk",Voortuin en zijtuin,2.330,425000.0,123.0,132.0,4.0,5,Eengezinswoning,Front Garden,3455.2845528455287
Lange Noordstraat 33,Middelburg,€ 945.000,318 m²,320 m²,1600.0,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,9 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,4 woonlagen,Niet verplicht,In centrum,Achtertuin,1.040,945000.0,320.0,318.0,5.0,9,Herenhuis,Back Garden,2953.125
Veldstraat 7,Putten,€ 695.000,401 m²,124 m²,1957.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",6.280,695000.0,124.0,401.0,4.0,5,Eengezinswoning,Back Garden,5604.8387096774195
Liniestraat 18 C,Ochten,€ 690.000,525 m²,131 m²,2002.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Tentdak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer,3 woonlagen,A,,"Achtertuin, tuin rondom, voortuin en zijtuin",4.250,690000.0,131.0,525.0,3.0,5,Eengezinswoning,Back Garden,5267.175572519084
Lekdijk 21,Hagestein,€ 725.000,500 m²,148 m²,1963.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een vliering,E,"Aan vaarwater, aan water, buiten bebouwde kom en vrij uitzicht",Achtertuin en voortuin,,725000.0,148.0,500.0,4.0,5,Eengezinswoning,Back Garden,4898.648648648648
Broekweg 38,Ouddorp,€ 1.095.000,2.000 m²,196 m²,1917.0,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer,2 woonlagen en een zolder,D,Aan drukke weg en in woonwijk,Tuin rondom,1.520,1095000.0,196.0,2.0,4.0,7,Villa,Other Garden,5586.734693877551
Schoutsakker 13,Schoorl,€ 1.275.000,1.563 m²,181 m²,1976.0,Bestaande bouw,"Bungalow, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,C,"Aan rustige weg, beschutte ligging en in bosrijke omgeving",Tuin rondom,3.205,1275000.0,181.0,1.563,3.0,4,Bungalow,Other Garden,7044.1988950276245
Oosteresstraat 74,Borger,€ 375.000,226 m²,122 m²,1998.0,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging, in bosrijke omgeving en in centrum",Achtertuin en voortuin,,375000.0,122.0,226.0,4.0,5,Eengezinswoning,Back Garden,3073.7704918032787
